subject,version,assignmentId,signed_attributes,signed_weights,full_or_lex,confidence,strategy,metastrategy,consistency1,consistency2,appropriateness,attention,choice_exp,choice_domain,meditation_exp1,meditation_exp2,meditation_exp3,decisionstyle_responses,bidr_responses,acs_responses,mindfulness_responses,sris_responses,maia_responses,icar_responses,icar_correct,icar_num_correct,scale_rts,question_rts,attention_check,gender,age,race,edu,income,nativeEng,feedback,instructions_times,total_time,stamp,id
5f55703988e3f3145f5bb48a,ma_choice_v3_followup_real1,5f55703988e3f3145f5bb48a,,,,,,,,,,,,,,,,"2,3,3,2,2,2,2,2,3,3",,"1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1","2,1,2,1,1,1,1,1,2,1,1,1","3,3,2,3,3,2,2,3,3,2,3,2,4,4,3,2,1,4,3,3","3,4,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,4,3,3,3,4","{""VR.4"":""6"",""VR.16"":""It is impossible to tell"",""VR.17"":""57"",""VR.19"":""Tuesday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""U"",""LN.58"":""J"",""MX.45"":""C"",""MX.46"":""B"",""MX.47"":""A"",""MX.55"":""A"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""B"",""R3D.8"":""B""}","[""MX.46"",""VR.16""]",2,"{""maia"":644031.3999999762,""acs"":50042.69999998808,""mindfulness"":19503.30000001192,""sris"":47819.89999997616,""decisionstyle"":31603.100000023842,""icar"":397458.8000000119}",,,,,,,,,There was nothing confusing.,"[1434.4000000357628,3524.899999976158,6442.100000023842,4262.199999988079,11383.699999988079,2760.199999988079]",2863894,2022-01-28 18:44:49,304
6117214062a6bb7bee98def6,ma_choice_v3_followup_real1,6117214062a6bb7bee98def6,,,,,,,,,,,,,,,,"4,4,4,4,4,1,2,1,0,1",,"1,0,0,2,1,1,1,0,3,1,1,1,2,1,1,2,1,1,1,1","2,1,2,2,0,1,1,2,0,1,2,2","2,0,3,1,2,4,1,3,2,2,2,2,4,3,2,2,4,2,1,4","3,4,3,4,1,1,2,2,1,1,0,3,5,5,4,4,2,0,3,4,3,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""E"",""MX.46"":""A"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.7"",""LN.33"",""LN.34"",""MX.45"",""MX.47"",""MX.55"",""VR.4"",""VR.16"",""VR.17""]",9,"{""mindfulness"":77263.59999990463,""sris"":132006.89999985695,""decisionstyle"":56577.299999952316,""acs"":131843.89999985695,""maia"":130918.29999995232,""icar"":1023659.5}",,,,,,,,,Accurate description,"[5530.100000143051,26735.799999952316,18409.900000095367,21303.39999985695,20994.400000095367,7354.299999952316]",2582715,2022-01-28 18:54:28,305
602f5ba5c083e3c479100d11,ma_choice_v3_followup_real1,602f5ba5c083e3c479100d11,,,,,,,,,,,,,,,,"3,3,2,3,3,1,2,1,2,1",,"3,2,3,1,1,3,3,1,1,1,1,2,2,0,2,1,1,1,1,1","1,3,0,1,1,3,2,1,0,1,0,1","2,1,2,1,3,4,0,3,3,4,5,4,3,3,2,4,4,4,4,2","1,3,1,1,1,3,1,0,0,2,1,1,3,3,1,0,2,0,3,0,0,2","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""W"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""B"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.33"",""LN.34"",""LN.58"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""mindfulness"":34751,""maia"":110870,""acs"":111055,""sris"":83968,""decisionstyle"":34261,""icar"":820420}",,,,,,,,,"Nothing was confusing. The third section probably took longer than expected, but I haven't paid attention to the time.","[1998,12801,5603,6026,17484,3250]",2039992,2022-01-28 18:56:23,306
568e7e33e3ef9e000da202a7,ma_choice_v3_followup_real1,568e7e33e3ef9e000da202a7,,,,,,,,,,,,,,,,"4,4,4,4,4,3,3,2,2,2",,"0,0,0,3,0,0,0,0,0,3,0,0,3,1,0,2,3,3,3,0","3,1,1,2,3,0,1,3,3,3,3,3","0,0,5,0,5,5,0,5,5,5,5,5,5,0,5,0,0,0,0,5","5,5,5,5,5,5,0,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""53"",""VR.19"":""Tuesday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""V"",""LN.58"":""J"",""MX.45"":""C"",""MX.46"":""C"",""MX.47"":""A"",""MX.55"":""E"",""R3D.3"":""B"",""R3D.4"":""C"",""R3D.6"":""E"",""R3D.8"":""E""}","[""VR.4"",""VR.16""]",2,"{""maia"":71780.10000014305,""sris"":45552.5,""acs"":55053.799999952316,""mindfulness"":30370.699999809265,""decisionstyle"":29767.700000047684,""icar"":184845.60000014305}",,,,,,,,,everything went well,"[2236.5999999046326,7415.900000095367,3625.7000000476837,5482.5,5037.699999809265,1417.4000000953674]",2053614,2022-01-28 18:57:46,307
603fa7d057d382087d66d1c2,ma_choice_v3_followup_real1,603fa7d057d382087d66d1c2,,,,,,,,,,,,,,,,"4,4,4,4,4,0,0,0,0,0",,"0,0,0,3,3,1,0,0,3,3,0,0,3,2,1,0,3,1,2,0","3,3,3,3,3,0,1,3,3,3,3,3","0,0,5,0,5,5,0,5,5,5,5,5,5,0,5,0,0,0,0,5","5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5","{""VR.4"":""5"",""VR.16"":""Richard is taller than Matt"",""VR.17"":""57"",""VR.19"":""Monday"",""LN.7"":""T"",""LN.33"":""E"",""LN.34"":""U"",""LN.58"":""J"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""F"",""MX.55"":""F"",""R3D.3"":""E"",""R3D.4"":""B"",""R3D.6"":""C"",""R3D.8"":""F""}","[""MX.45"",""R3D.4"",""VR.4""]",3,"{""maia"":108756.69999998808,""decisionstyle"":35634.40000000596,""acs"":111926.90000000596,""sris"":76579.29999999702,""mindfulness"":39978.70000000298,""icar"":463378.700000003}",,,,,,,,,nothing confusing and yes took about as long as was said.,"[2190.8999999910593,28310.5,8032.9000000059605,3682.0999999940395,8522.5,2999.6000000089407]",1707776,2022-01-28 19:01:35,308
5e7fe0a46db6e86cd7c6b213,ma_choice_v3_followup_real1,5e7fe0a46db6e86cd7c6b213,,,,,,,,,,,,,,,,"4,4,4,4,4,1,0,0,1,0",,"3,0,1,0,3,3,0,0,1,0,2,0,1,0,3,0,2,2,0,1","3,1,3,2,2,0,1,3,3,3,2,3","0,0,5,0,5,5,0,5,5,5,5,5,5,5,5,4,0,0,0,5","5,5,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,5,4","{""VR.4"":""2"",""VR.16"":""It is impossible to tell"",""VR.17"":""39"",""VR.19"":""Monday"",""LN.7"":""X"",""LN.33"":""I"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""B"",""MX.55"":""F"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.7"",""LN.34"",""LN.58"",""MX.45"",""MX.47"",""VR.16""]",6,"{""maia"":55225,""acs"":73058,""decisionstyle"":34693,""mindfulness"":29401,""sris"":57642,""icar"":510395}",,,,,,,,,It felt like things took about the same amount of time.  Part 3 was kind of fun.,"[5322,12036,6393,5767,11383,4807]",1660559,2022-01-28 19:08:55,309
579181fa913c71000197531b,ma_choice_v3_followup_real1,579181fa913c71000197531b,,,,,,,,,,,,,,,,"4,4,4,4,4,1,1,1,1,4",,"1,0,0,1,2,1,0,1,2,2,0,1,2,1,1,0,2,2,2,0","3,2,1,1,2,0,0,2,2,3,3,3","4,2,3,2,4,3,2,3,3,3,4,3,2,0,4,1,0,0,0,5","4,5,5,4,4,4,3,5,4,4,4,0,4,4,3,3,4,5,4,5,5,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Monday"",""LN.7"":""W"",""LN.33"":""F"",""LN.34"":""U"",""LN.58"":""N"",""MX.45"":""D"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""LN.58"",""MX.46"",""MX.47"",""VR.4"",""VR.16"",""VR.17""]",6,"{""sris"":81411,""mindfulness"":40271,""maia"":95075,""acs"":108205,""decisionstyle"":28612,""icar"":385647}",,,,,,,,,"Thank you, this was fun. ","[2197,12936,7736,2857,2904,1687]",1597479,2022-01-28 19:10:06,310
568d286ab5a2c2000cb6a91c,ma_choice_v3_followup_real1,568d286ab5a2c2000cb6a91c,,,,,,,,,,,,,,,,"4,4,2,4,4,2,2,1,0,4",,"3,2,3,0,0,3,2,1,0,1,1,1,1,1,1,2,1,1,2,1","1,1,1,1,1,2,1,2,2,2,3,1","0,0,5,0,5,5,0,5,4,5,5,3,5,2,5,0,0,1,0,0","4,5,3,5,2,3,2,4,3,3,3,4,5,5,5,4,5,4,4,5,4,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""I"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""E"",""MX.55"":""B"",""R3D.3"":""D"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""H""}","[""LN.7"",""LN.34"",""MX.45"",""MX.46"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",8,"{""maia"":180610,""decisionstyle"":65985.20000004768,""acs"":95515.20000004768,""sris"":53173.5,""mindfulness"":54984.700000047684,""icar"":406582.2000000477}",,,,,,,,,N/a,"[3099.2999999523163,15691.900000095367,11023.899999856949,4702.100000143051,11665.799999952316,2260.0999999046326,67281.5,12933.799999952316]",1834915,2022-01-28 19:14:32,311
6136c93fb606f28f56edc299,ma_choice_v3_followup_real1,6136c93fb606f28f56edc299,,,,,,,,,,,,,,,,"4,4,4,4,4,2,3,2,3,1",,"1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1","1,2,2,1,1,1,3,1,1,2,2,1","2,2,1,2,2,2,4,1,1,2,0,2,5,0,5,1,0,0,0,5","3,4,4,4,4,3,2,3,3,3,4,3,3,4,4,4,3,2,4,5,5,4","{""VR.4"":""5"",""VR.16"":""Richard is as tall as Matt"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""W"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""C"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""F"",""R3D.8"":""B""}","[""LN.33"",""LN.34"",""MX.45"",""MX.46"",""MX.47"",""R3D.6"",""VR.4"",""VR.17""]",8,"{""acs"":119306.69999998808,""mindfulness"":45368.5,""maia"":113367.60000002384,""sris"":78113.5,""decisionstyle"":39940.39999997616,""icar"":392905.1999999881}",,,,,,,,,"No feedback, everything was straightforward. ","[7529.699999988079,12970.400000035763,24668.899999976158,10994.5,17287.30000001192,6976.800000011921]",1800180,2022-01-28 19:31:13,312
5d3356323e1190001909339b,ma_choice_v3_followup_real1,5d3356323e1190001909339b,,,,,,,,,,,,,,,,"3,3,3,4,3,2,3,2,3,3",,"1,0,1,2,1,1,1,1,0,2,1,1,3,2,0,1,2,1,2,1","1,1,1,1,2,1,1,1,1,2,2,2","3,1,4,2,1,3,3,4,2,3,2,3,4,0,4,2,2,3,1,4","4,4,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""X"",""LN.33"":""E"",""LN.34"":""V"",""LN.58"":""I"",""MX.45"":""B"",""MX.46"":""E"",""MX.47"":""E"",""MX.55"":""C"",""R3D.3"":""B"",""R3D.4"":""H"",""R3D.6"":""B"",""R3D.8"":""E""}","[""LN.7"",""VR.4"",""VR.16"",""VR.17""]",4,"{""mindfulness"":77946.5,""maia"":216801.09999999404,""decisionstyle"":76434.70000000298,""sris"":243384,""acs"":226935,""icar"":1398347}",,,,,,,,,Thank you for the time. Best wishes to y'all for good health and happiness. The study was user-friendly thank you.,"[6971.39999999851,105916.10000000149,91618.10000000149,40060.39999999851,262221.799999997,51846]",4540740,2022-01-28 19:38:52,313
56f2a49ced0cf600069131cd,ma_choice_v3_followup_real1,56f2a49ced0cf600069131cd,,,,,,,,,,,,,,,,"4,4,4,3,4,1,3,0,3,2",,"3,2,2,0,0,2,2,3,1,1,1,1,2,0,2,1,0,0,1,1","1,1,0,1,0,3,1,1,2,1,1,0","2,2,3,3,3,4,1,4,3,4,3,4,3,4,2,3,3,3,3,2","4,3,3,2,0,1,1,3,2,3,2,4,5,4,3,3,3,3,2,4,4,2","{""VR.4"":""5"",""VR.16"":""Richard is shorter than Matt"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""W"",""LN.33"":""E"",""LN.34"":""U"",""LN.58"":""J"",""MX.45"":""C"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""E"",""R3D.3"":""E"",""R3D.4"":""G"",""R3D.6"":""A"",""R3D.8"":""B""}","[""MX.46"",""MX.47"",""VR.4"",""VR.17"",""VR.19""]",5,"{""acs"":115990.5,""sris"":120283.89999961853,""maia"":130088.39999961853,""mindfulness"":73638.5,""decisionstyle"":34162.89999961853,""icar"":469589.20000076294}",,,,,,,,,"Everything was clear. It felt like the study was much longer than I had anticipated. Overall, pleasant.","[3181.8999996185303,11980.60000038147,17037.39999961853,3864.800001144409,9090.29999923706,2801.7999992370605]",1832495,2022-01-28 19:51:21,314
60ff49c3f252756e2c90dc1e,ma_choice_v3_followup_real1,60ff49c3f252756e2c90dc1e,,,,,,,,,,,,,,,,"2,3,3,3,3,1,2,2,2,3",,"2,1,1,1,1,3,2,3,1,1,2,3,1,1,0,3,1,1,1,2","1,3,0,0,1,2,3,1,0,0,1,1","1,3,1,1,1,1,0,4,5,3,1,5,3,5,0,4,5,4,5,0","4,5,1,4,3,1,1,3,3,1,3,4,5,5,1,3,2,1,2,1,1,1","{""VR.4"":""3"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Monday"",""LN.7"":""X"",""LN.33"":""F"",""LN.34"":""V"",""LN.58"":""M"",""MX.45"":""B"",""MX.46"":""D"",""MX.47"":""E"",""MX.55"":""D"",""R3D.3"":""D"",""R3D.4"":""C"",""R3D.6"":""E"",""R3D.8"":""F""}","[""LN.7"",""MX.55"",""VR.16"",""VR.17""]",4,"{""mindfulness"":45726.59999999963,""maia"":94811,""decisionstyle"":23290.099999999627,""acs"":94056.89999999944,""sris"":56132.299999999814,""icar"":266458.9000000004}",,,,,,,,,The 3rd part was hard ,"[33344.200000000186,22281,6320.299999999814,5209.5,6418,2684.600000000559]",1573365,2022-01-28 19:54:34,315
6081dada045150a0244f6534,ma_choice_v3_followup_real1,6081dada045150a0244f6534,,,,,,,,,,,,,,,,"3,3,3,3,4,1,2,2,1,0",,"1,1,1,1,1,2,0,1,1,2,1,1,2,0,3,1,2,2,2,1","2,1,1,2,0,1,1,0,1,2,1,3","5,3,1,3,1,1,3,3,1,2,2,2,3,3,2,2,1,1,4,2","4,3,3,3,4,1,3,2,3,2,2,2,1,4,2,2,1,1,1,3,3,2","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""C"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""R3D.3"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",16,"{""mindfulness"":43248.60000000009,""sris"":88643.30000000028,""acs"":94602.29999999981,""decisionstyle"":31280.299999999814,""maia"":87731.40000000037,""icar"":565503.3999999994}",,,,,,,,,none,"[1616,8896.799999999814,3047.3000000002794,1857.1999999997206,6721.800000000279,3746.1999999997206]",2003933,2022-01-28 20:05:36,316
5e837e917441520b9c662931,ma_choice_v3_followup_real1,5e837e917441520b9c662931,,,,,,,,,,,,,,,,"4,4,4,4,4,1,2,1,2,1",,"0,0,1,1,2,1,0,1,1,2,1,0,2,2,1,1,2,1,2,0","3,1,2,2,3,1,0,3,3,3,2,2","0,0,5,0,5,5,0,5,5,5,5,5,5,0,4,0,0,0,0,5","5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""F"",""MX.46"":""E"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""G"",""R3D.4"":""D"",""R3D.6"":""F"",""R3D.8"":""D""}","[""LN.7"",""LN.33"",""LN.34"",""MX.47"",""MX.55"",""R3D.6"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",10,"{""mindfulness"":98149.3999999999,""maia"":146495.1000000001,""acs"":121769.8999999999,""decisionstyle"":43198.69999999995,""sris"":72583.30000000005,""icar"":837895.6000000003}",,,,,,,,,Nothing was confusing.,"[4805.1999999999825,13912.200000000012,10120,5264.100000000006,7453.799999999988,2155.7000000000116]",2214860,2022-01-28 20:14:12,317
6108c363c95fc665a5d08c32,ma_choice_v3_followup_real1,6108c363c95fc665a5d08c32,,,,,,,,,,,,,,,,"4,4,3,4,3,2,2,3,2,2",,"1,1,2,2,1,1,1,1,1,2,2,2,2,0,1,1,1,1,2,0","1,1,1,1,2,2,2,1,2,2,1,1","0,0,5,0,5,5,0,5,5,5,5,5,5,4,1,3,2,2,3,2","4,5,3,2,1,1,3,1,2,3,3,2,5,3,4,5,2,2,3,3,3,4","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""W"",""LN.33"":""G"",""LN.34"":""V"",""LN.58"":""J"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""G"",""R3D.4"":""D"",""R3D.6"":""D"",""R3D.8"":""F""}","[""LN.33"",""MX.45"",""MX.46"",""MX.47"",""MX.55"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",9,"{""sris"":70815.10000002384,""decisionstyle"":47726.299999952316,""mindfulness"":40791.60000002384,""acs"":117646.5,""maia"":100994,""icar"":537996.2000000477}",,,,,,,,,It took a little longer than expected,"[5798.600000023842,26150.700000047684,7249.399999976158,12101.799999952316,18500.100000023842,5766.600000023842]",1802525,2022-01-28 20:17:20,318
5c18703fbab95400015bd42c,ma_choice_v3_followup_real1,5c18703fbab95400015bd42c,,,,,,,,,,,,,,,,"4,4,4,4,4,1,1,1,1,2",,"3,3,3,0,0,3,3,2,1,0,1,2,2,0,1,1,0,0,0,0","1,1,0,0,1,3,3,2,0,1,0,0","0,0,5,0,5,5,0,5,5,5,5,5,5,2,5,2,1,0,2,4","3,5,3,5,5,5,0,5,5,0,1,5,5,5,3,5,5,3,5,0,0,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""J"",""MX.45"":""C"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""D"",""R3D.3"":""F"",""R3D.4"":""F"",""R3D.6"":""F"",""R3D.8"":""B""}","[""LN.7"",""LN.33"",""LN.34"",""MX.46"",""MX.47"",""MX.55"",""R3D.6"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",11,"{""maia"":76588.5,""sris"":100353.39999961853,""decisionstyle"":42902.800000190735,""mindfulness"":41836.89999961853,""acs"":178479.70000076294,""icar"":831387}",,,,,,,,,Nothing was confusing and I was pleased with the pace of the survey. Thanks!,"[2746.2000007629395,11486.5,4369.89999961853,5324.60000038147,10416.39999961853,5578.800000190735]",2739624,2022-01-28 20:20:09,319
5edae6ec1a69d47606c15969,ma_choice_v3_followup_real1,5edae6ec1a69d47606c15969,,,,,,,,,,,,,,,,"4,4,4,4,4,0,0,0,0,0",,"0,1,1,1,2,1,1,0,1,1,1,2,0,0,1,1,0,1,0,2","1,1,1,2,2,1,1,3,3,2,2,1","0,0,5,5,4,4,0,5,5,5,5,4,5,5,5,5,0,0,0,5","5,5,5,4,4,5,0,4,4,4,0,5,5,5,5,4,5,4,5,4,5,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Monday"",""LN.7"":""X"",""LN.33"":""E"",""LN.34"":""X"",""LN.58"":""H"",""MX.45"":""E"",""MX.46"":""D"",""MX.47"":""A"",""MX.55"":""D"",""R3D.3"":""E"",""R3D.4"":""E"",""R3D.6"":""H"",""R3D.8"":""G""}","[""LN.7"",""LN.34"",""MX.45"",""MX.55"",""R3D.8"",""VR.4"",""VR.16"",""VR.17""]",8,"{""decisionstyle"":33125.10000002384,""mindfulness"":39723.699999928474,""sris"":68691.70000004768,""acs"":82074.29999995232,""maia"":76138.10000002384,""icar"":483941.39999997616}",,,,,,,,,I have no feedback.,"[3037.6999999284744,14472.200000047684,17327.899999976158,8144.100000023842,12607.700000047684,4640]",1674479,2022-01-28 20:40:47,320
5ef8e0fc2ce3c6644665e347,ma_choice_v3_followup_real1,5ef8e0fc2ce3c6644665e347,,,,,,,,,,,,,,,,"4,4,3,4,4,2,2,3,3,1",,"1,1,1,2,2,0,1,1,2,1,0,0,1,1,2,3,2,1,2,2","1,1,3,3,0,2,1,0,0,3,1,2","2,2,1,5,1,1,4,4,4,2,1,1,4,1,4,2,0,0,0,4","2,0,1,1,0,1,4,0,0,2,3,0,2,2,2,0,0,2,1,5,5,2","{""VR.4"":""3"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""V"",""LN.33"":""I"",""LN.34"":""X"",""LN.58"":""M"",""MX.45"":""D"",""MX.46"":""C"",""MX.47"":""B"",""MX.55"":""E"",""R3D.3"":""H"",""R3D.4"":""H"",""R3D.6"":""H"",""R3D.8"":""H""}","[""LN.34"",""MX.47"",""VR.16"",""VR.17""]",4,"{""acs"":125408,""maia"":130965,""decisionstyle"":62287,""mindfulness"":50999,""sris"":109057,""icar"":542824}",,,,,,,,,N/A,"[9418,21854,4009,7191,15545,3170]",1910774,2022-01-28 20:41:50,321
596c1af50e679d0001faca67,ma_choice_v3_followup_real1,596c1af50e679d0001faca67,,,,,,,,,,,,,,,,"4,3,3,4,4,1,2,1,1,0",,"1,1,1,1,1,1,0,0,3,2,0,1,2,1,0,0,3,2,2,1","1,0,2,2,1,0,1,2,1,2,2,1","0,1,5,0,4,4,0,5,5,4,3,4,4,0,4,1,2,2,1,4","4,5,5,5,5,4,4,3,3,4,4,5,3,5,4,5,1,3,2,4,5,1","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Tuesday"",""LN.7"":""V"",""LN.33"":""G"",""LN.34"":""T"",""LN.58"":""M"",""MX.45"":""F"",""MX.46"":""A"",""MX.47"":""E"",""MX.55"":""F"",""R3D.3"":""G"",""R3D.4"":""G"",""R3D.6"":""G"",""R3D.8"":""F""}","[""LN.33"",""VR.4"",""VR.16"",""VR.17""]",4,"{""mindfulness"":75676.30000007153,""maia"":117344.20000004768,""sris"":99816.70000004768,""acs"":150534.39999997616,""decisionstyle"":63056.700000047684,""icar"":819310.5}",,,,,,,,,Great study,"[35751.200000047684,34617.299999952316,68761.70000004768,36494.700000047684,68426.89999997616,4775]",2703304,2022-01-28 20:49:07,322
5da94e9971a51b0011316f65,ma_choice_v3_followup_real1,5da94e9971a51b0011316f65,,,,,,,,,,,,,,,,"4,4,4,4,3,2,3,2,2,1",,"1,1,0,2,0,1,2,2,1,1,1,1,1,0,2,2,1,1,1,0","1,2,1,3,0,2,0,2,2,2,1,1","0,1,3,1,4,5,0,4,4,4,4,4,4,2,3,1,2,2,3,2","4,4,3,5,4,4,3,3,3,2,5,3,5,4,3,3,4,3,4,4,4,5","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""W"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""J"",""MX.45"":""C"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""C"",""R3D.4"":""D"",""R3D.6"":""D"",""R3D.8"":""D""}","[""LN.33"",""LN.34"",""MX.46"",""MX.47"",""R3D.3"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",9,"{""mindfulness"":49562,""decisionstyle"":43363,""sris"":75489,""acs"":92940,""maia"":94037,""icar"":679826}",,,,,,,,,"It was fun. My fingers didn't listen to my brain a few times in section one, but it was an interesting study. Thanks.","[4928,18403,7891,14565,40777,14489]",2113144,2022-01-28 20:52:10,323
5591827dfdf99b4fccbdfb21,ma_choice_v3_followup_real1,5591827dfdf99b4fccbdfb21,,,,,,,,,,,,,,,,"2,2,3,3,3,1,1,1,1,1",,"1,1,1,1,1,1,1,2,2,1,1,0,2,1,2,1,1,0,1,1","2,1,1,1,1,1,1,2,1,1,2,2","4,0,3,1,4,4,1,4,3,4,2,1,3,1,3,0,2,2,1,3","1,3,1,1,2,0,2,2,1,0,1,1,4,1,1,1,0,0,1,3,3,3","{""VR.4"":""5"",""VR.16"":""It is impossible to tell"",""VR.17"":""47"",""VR.19"":""Sunday"",""LN.7"":""X"",""LN.33"":""G"",""LN.34"":""X"",""LN.58"":""N"",""MX.45"":""E"",""MX.46"":""B"",""MX.47"":""B"",""MX.55"":""B"",""R3D.3"":""D"",""R3D.4"":""B"",""R3D.6"":""F"",""R3D.8"":""G""}","[""LN.7"",""LN.33"",""LN.34"",""LN.58"",""MX.45"",""MX.46"",""MX.47"",""R3D.4"",""R3D.6"",""R3D.8"",""VR.4"",""VR.16"",""VR.17"",""VR.19""]",14,"{""mindfulness"":33012.19999998808,""sris"":66252,""decisionstyle"":31418.600000023842,""acs"":111004.09999999404,""maia"":101874.80000001192,""icar"":1031188.7000000179}",,,,,,,,,"It was just as advertised, I do wish I knew what the arrow game showed you","[3684.699999988079,22168.70000001788,10728,10192.09999999404,13040.09999999404,8223.59999999404]",2394273,2022-01-28 21:12:10,324
